statement,object_1,object_2,correct_object_2,correct,negation,fictional_object,category,real_object,fake_object
phizz-whizzing is a type of a creature.,snozzwanger,creature,phizz-whizzing,False,False,True,types,False,True
phizz-whizzing is not a type of a creature.,snozzwanger,creature,phizz-whizzing,True,True,True,types,False,True
muckleberry is a type of a berry.,muckleberry,berry,berry,True,False,True,types,False,True
muckleberry is not a type of a berry.,muckleberry,berry,berry,False,True,True,types,False,True
vasterat is a type of a berry.,muckleberry,berry,vasterat,False,False,True,types,False,True
vasterat is not a type of a berry.,muckleberry,berry,vasterat,True,True,True,types,False,True
anìheyu is a type of a plant.,anìheyu,plant,plant,True,False,True,types,False,True
anìheyu is not a type of a plant.,anìheyu,plant,plant,False,True,True,types,False,True
koakte is a type of a plant.,anìheyu,plant,koakte,False,False,True,types,False,True
koakte is not a type of a plant.,anìheyu,plant,koakte,True,True,True,types,False,True
apxangrr is a type of a tree.,apxangrr,tree,tree,True,False,True,types,False,True
apxangrr is not a type of a tree.,apxangrr,tree,tree,False,True,True,types,False,True
parultsyìp is a type of a tree.,apxangrr,tree,parultsyìp,False,False,True,types,False,True
parultsyìp is not a type of a tree.,apxangrr,tree,parultsyìp,True,True,True,types,False,True
awaiei is a type of a banshee.,awaiei,banshee,banshee,True,False,True,types,False,True
awaiei is not a type of a banshee.,awaiei,banshee,banshee,False,True,True,types,False,True
pizayu is a type of a banshee.,awaiei,banshee,pizayu,False,False,True,types,False,True
pizayu is not a type of a banshee.,awaiei,banshee,pizayu,True,True,True,types,False,True
eanean is a type of a plant.,eanean,plant,plant,True,False,True,types,False,True
eanean is not a type of a plant.,eanean,plant,plant,False,True,True,types,False,True
niktsyey is a type of a plant.,eanean,plant,niktsyey,False,False,True,types,False,True
niktsyey is not a type of a plant.,eanean,plant,niktsyey,True,True,True,types,False,True
eanfwopx is a type of a plant.,eanfwopx,plant,plant,True,False,True,types,False,True
eanfwopx is not a type of a plant.,eanfwopx,plant,plant,False,True,True,types,False,True
zozimus is a type of a plant.,eanfwopx,plant,zozimus,False,False,True,types,False,True
zozimus is not a type of a plant.,eanfwopx,plant,zozimus,True,True,True,types,False,True
fkxakewll is a type of a plant.,fkxakewll,plant,plant,True,False,True,types,False,True
fkxakewll is not a type of a plant.,fkxakewll,plant,plant,False,True,True,types,False,True
txon is a type of a plant.,fkxakewll,plant,txon,False,False,True,types,False,True
txon is not a type of a plant.,fkxakewll,plant,txon,True,True,True,types,False,True
fkxile is a type of a clothing.,fkxile,clothing,clothing,True,False,True,types,False,True
fkxile is not a type of a clothing.,fkxile,clothing,clothing,False,True,True,types,False,True
txim is a type of a clothing.,fkxile,clothing,txim,False,False,True,types,False,True
txim is not a type of a clothing.,fkxile,clothing,txim,True,True,True,types,False,True
flefle is a type of a plant.,flefle,plant,plant,True,False,True,types,False,True
flefle is not a type of a plant.,flefle,plant,plant,False,True,True,types,False,True
oeyk is a type of a plant.,flefle,plant,oeyk,False,False,True,types,False,True
oeyk is not a type of a plant.,flefle,plant,oeyk,True,True,True,types,False,True
ftxì is a type of a body part.,ftxì,body part,body part,True,False,True,types,False,True
ftxì is not a type of a body part.,ftxì,body part,body part,False,True,True,types,False,True
tski is a type of a body part.,ftxì,body part,tski,False,False,True,types,False,True
tski is not a type of a body part.,ftxì,body part,tski,True,True,True,types,False,True
fwäkìwll is a type of a orchid.,fwäkìwll,orchid,orchid,True,False,True,types,False,True
fwäkìwll is not a type of a orchid.,fwäkìwll,orchid,orchid,False,True,True,types,False,True
tsngawpayvi is a type of a orchid.,fwäkìwll,orchid,tsngawpayvi,False,False,True,types,False,True
tsngawpayvi is not a type of a orchid.,fwäkìwll,orchid,tsngawpayvi,True,True,True,types,False,True
hawntsyokx is a type of a clothing.,hawntsyokx,clothing,clothing,True,False,True,types,False,True
hawntsyokx is not a type of a clothing.,hawntsyokx,clothing,clothing,False,True,True,types,False,True
ioang is a type of a clothing.,hawntsyokx,clothing,ioang,False,False,True,types,False,True
ioang is not a type of a clothing.,hawntsyokx,clothing,ioang,True,True,True,types,False,True
hawnven is a type of a clothing.,hawnven,clothing,clothing,True,False,True,types,False,True
hawnven is not a type of a clothing.,hawnven,clothing,clothing,False,True,True,types,False,True
azhat is a type of a clothing.,hawnven,clothing,azhat,False,False,True,types,False,True
azhat is not a type of a clothing.,hawnven,clothing,azhat,True,True,True,types,False,True
hawre' is a type of a clothing.,hawre',clothing,clothing,True,False,True,types,False,True
hawre' is not a type of a clothing.,hawre',clothing,clothing,False,True,True,types,False,True
ikranay is a type of a clothing.,hawre',clothing,ikranay,False,False,True,types,False,True
ikranay is not a type of a clothing.,hawre',clothing,ikranay,True,True,True,types,False,True
heyr is a type of a body part.,heyr,body part,body part,True,False,True,types,False,True
heyr is not a type of a body part.,heyr,body part,body part,False,True,True,types,False,True
tsyokx is a type of a body part.,heyr,body part,tsyokx,False,False,True,types,False,True
tsyokx is not a type of a body part.,heyr,body part,tsyokx,True,True,True,types,False,True
hilu is a type of a body part.,hilu,body part,body part,True,False,True,types,False,True
hilu is not a type of a body part.,hilu,body part,body part,False,True,True,types,False,True
ikranay is a type of a body part.,hilu,body part,ikranay,False,False,True,types,False,True
ikranay is not a type of a body part.,hilu,body part,ikranay,True,True,True,types,False,True
ikranay is a type of a banshee.,ikranay,banshee,banshee,True,False,True,types,False,True
ikranay is not a type of a banshee.,ikranay,banshee,banshee,False,True,True,types,False,True
niktsyey is a type of a banshee.,ikranay,banshee,niktsyey,False,False,True,types,False,True
niktsyey is not a type of a banshee.,ikranay,banshee,niktsyey,True,True,True,types,False,True
karyunay is a type of a teacher.,karyunay,teacher,teacher,True,False,True,types,False,True
karyunay is not a type of a teacher.,karyunay,teacher,teacher,False,True,True,types,False,True
numtsengvi is a type of a teacher.,karyunay,teacher,numtsengvi,False,False,True,types,False,True
numtsengvi is not a type of a teacher.,karyunay,teacher,numtsengvi,True,True,True,types,False,True
kenten is a type of a lizard.,kenten,lizard,lizard,True,False,True,types,False,True
kenten is not a type of a lizard.,kenten,lizard,lizard,False,True,True,types,False,True
tihilat  is a type of a lizard.,kenten,lizard,tihilat ,False,False,True,types,False,True
tihilat  is not a type of a lizard.,kenten,lizard,tihilat ,True,True,True,types,False,True
kinam is a type of a body part.,kinam,body part,body part,True,False,True,types,False,True
kinam is not a type of a body part.,kinam,body part,body part,False,True,True,types,False,True
snoivi is a type of a body part.,kinam,body part,snoivi,False,False,True,types,False,True
snoivi is not a type of a body part.,kinam,body part,snoivi,True,True,True,types,False,True
kinamtil is a type of a body part.,kinamtil,body part,body part,True,False,True,types,False,True
kinamtil is not a type of a body part.,kinamtil,body part,body part,False,True,True,types,False,True
vosecchi is a type of a body part.,kinamtil,body part,vosecchi,False,False,True,types,False,True
vosecchi is not a type of a body part.,kinamtil,body part,vosecchi,True,True,True,types,False,True
kllpxiwll is a type of a berry.,kllpxiwll,berry,berry,True,False,True,types,False,True
kllpxiwll is not a type of a berry.,kllpxiwll,berry,berry,False,True,True,types,False,True
txon is a type of a berry.,kllpxiwll,berry,txon,False,False,True,types,False,True
txon is not a type of a berry.,kllpxiwll,berry,txon,True,True,True,types,False,True
kot is a type of a clothing.,kot,clothing,clothing,True,False,True,types,False,True
kot is not a type of a clothing.,kot,clothing,clothing,False,True,True,types,False,True
fwäkìwll is a type of a clothing.,kot,clothing,fwäkìwll,False,False,True,types,False,True
fwäkìwll is not a type of a clothing.,kot,clothing,fwäkìwll,True,True,True,types,False,True
kxa is a type of a body part.,kxa,body part,body part,True,False,True,types,False,True
kxa is not a type of a body part.,kxa,body part,body part,False,True,True,types,False,True
fnele is a type of a body part.,kxa,body part,fnele,False,False,True,types,False,True
fnele is not a type of a body part.,kxa,body part,fnele,True,True,True,types,False,True
kxetsikran is a type of a tail.,kxetsikran,tail,tail,True,False,True,types,False,True
kxetsikran is not a type of a tail.,kxetsikran,tail,tail,False,True,True,types,False,True
weptseng is a type of a tail.,kxetsikran,tail,weptseng,False,False,True,types,False,True
weptseng is not a type of a tail.,kxetsikran,tail,weptseng,True,True,True,types,False,True
kxon is a type of a body part.,kxon,body part,body part,True,False,True,types,False,True
kxon is not a type of a body part.,kxon,body part,body part,False,True,True,types,False,True
frakhat is a type of a body part.,kxon,body part,frakhat,False,False,True,types,False,True
frakhat is not a type of a body part.,kxon,body part,frakhat,True,True,True,types,False,True
lìlì is a type of a body part.,lìlì,body part,body part,True,False,True,types,False,True
lìlì is not a type of a body part.,lìlì,body part,body part,False,True,True,types,False,True
pxen is a type of a body part.,lìlì,body part,pxen,False,False,True,types,False,True
pxen is not a type of a body part.,lìlì,body part,pxen,True,True,True,types,False,True
loreyu is a type of a plant.,loreyu,plant,plant,True,False,True,types,False,True
loreyu is not a type of a plant.,loreyu,plant,plant,False,True,True,types,False,True
pibbling is a type of a plant.,loreyu,plant,pibbling,False,False,True,types,False,True
pibbling is not a type of a plant.,loreyu,plant,pibbling,True,True,True,types,False,True
masat is a type of a clothing.,masat,clothing,clothing,True,False,True,types,False,True
masat is not a type of a clothing.,masat,clothing,clothing,False,True,True,types,False,True
snozzberry is a type of a clothing.,masat,clothing,snozzberry,False,False,True,types,False,True
snozzberry is not a type of a clothing.,masat,clothing,snozzberry,True,True,True,types,False,True
mikyun is a type of a body part.,mikyun,body part,body part,True,False,True,types,False,True
mikyun is not a type of a body part.,mikyun,body part,body part,False,True,True,types,False,True
kot is a type of a body part.,mikyun,body part,kot,False,False,True,types,False,True
kot is not a type of a body part.,mikyun,body part,kot,True,True,True,types,False,True
mo a hahaw is a type of a room.,mo a hahaw,room,room,True,False,True,types,False,True
mo a hahaw is not a type of a room.,mo a hahaw,room,room,False,True,True,types,False,True
epxang is a type of a room.,mo a hahaw,room,epxang,False,False,True,types,False,True
epxang is not a type of a room.,mo a hahaw,room,epxang,True,True,True,types,False,True
snomo a hahaw is a type of a room.,snomo a hahaw,room,room,True,False,True,types,False,True
snomo a hahaw is not a type of a room.,snomo a hahaw,room,room,False,True,True,types,False,True
nakhaan is a type of a room.,snomo a hahaw,room,nakhaan,False,False,True,types,False,True
nakhaan is not a type of a room.,snomo a hahaw,room,nakhaan,True,True,True,types,False,True
mo a yom is a type of a room.,mo a yom,room,room,True,False,True,types,False,True
mo a yom is not a type of a room.,mo a yom,room,room,False,True,True,types,False,True
oeyk is a type of a room.,mo a yom,room,oeyk,False,False,True,types,False,True
oeyk is not a type of a room.,mo a yom,room,oeyk,True,True,True,types,False,True
nantang is a type of a wolf.,nantang,wolf,wolf,True,False,True,types,False,True
nantang is not a type of a wolf.,nantang,wolf,wolf,False,True,True,types,False,True
unil is a type of a wolf.,nantang,wolf,unil,False,False,True,types,False,True
unil is not a type of a wolf.,nantang,wolf,unil,True,True,True,types,False,True
nari is a type of a body part.,nari,body part,body part,True,False,True,types,False,True
nari is not a type of a body part.,nari,body part,body part,False,True,True,types,False,True
trogglehumper is a type of a body part.,nari,body part,trogglehumper,False,False,True,types,False,True
trogglehumper is not a type of a body part.,nari,body part,trogglehumper,True,True,True,types,False,True
nawkz is a type of a rhino.,nawkz,rhino,rhino,True,False,True,types,False,True
nawkz is not a type of a rhino.,nawkz,rhino,rhino,False,True,True,types,False,True
emkäfya is a type of a rhino.,nawkz,rhino,emkäfya,False,False,True,types,False,True
emkäfya is not a type of a rhino.,nawkz,rhino,emkäfya,True,True,True,types,False,True
ngäng is a type of a body part.,ngäng,body part,body part,True,False,True,types,False,True
ngäng is not a type of a body part.,ngäng,body part,body part,False,True,True,types,False,True
gropeflunking is a type of a body part.,ngäng,body part,gropeflunking,False,False,True,types,False,True
gropeflunking is not a type of a body part.,ngäng,body part,gropeflunking,True,True,True,types,False,True
ngep is a type of a body part.,ngep,body part,body part,True,False,True,types,False,True
ngep is not a type of a body part.,ngep,body part,body part,False,True,True,types,False,True
slugburger is a type of a body part.,ngep,body part,slugburger,False,False,True,types,False,True
slugburger is not a type of a body part.,ngep,body part,slugburger,True,True,True,types,False,True
ontu is a type of a body part.,ontu,body part,body part,True,False,True,types,False,True
ontu is not a type of a body part.,ontu,body part,body part,False,True,True,types,False,True
fäpyo is a type of a body part.,ontu,body part,fäpyo,False,False,True,types,False,True
fäpyo is not a type of a body part.,ontu,body part,fäpyo,True,True,True,types,False,True
paymaut is a type of a tree.,paymaut,tree,tree,True,False,True,types,False,True
paymaut is not a type of a tree.,paymaut,tree,tree,False,True,True,types,False,True
oeyk is a type of a tree.,paymaut,tree,oeyk,False,False,True,types,False,True
oeyk is not a type of a tree.,paymaut,tree,oeyk,True,True,True,types,False,True
pewn is a type of a body part.,pewn,body part,body part,True,False,True,types,False,True
pewn is not a type of a body part.,pewn,body part,body part,False,True,True,types,False,True
raspu' is a type of a body part.,pewn,body part,raspu',False,False,True,types,False,True
raspu' is not a type of a body part.,pewn,body part,raspu',True,True,True,types,False,True
pxiwll is a type of a plant.,pxiwll,plant,plant,True,False,True,types,False,True
pxiwll is not a type of a plant.,pxiwll,plant,plant,False,True,True,types,False,True
glubbage is a type of a plant.,pxiwll,plant,glubbage,False,False,True,types,False,True
glubbage is not a type of a plant.,pxiwll,plant,glubbage,True,True,True,types,False,True
pxun is a type of a body part.,pxun,body part,body part,True,False,True,types,False,True
pxun is not a type of a body part.,pxun,body part,body part,False,True,True,types,False,True
txum is a type of a body part.,pxun,body part,txum,False,False,True,types,False,True
txum is not a type of a body part.,pxun,body part,txum,True,True,True,types,False,True
pxuntil is a type of a body part.,pxuntil,body part,body part,True,False,True,types,False,True
pxuntil is not a type of a body part.,pxuntil,body part,body part,False,True,True,types,False,True
swaynivi is a type of a body part.,pxuntil,body part,swaynivi,False,False,True,types,False,True
swaynivi is not a type of a body part.,pxuntil,body part,swaynivi,True,True,True,types,False,True
raspu' is a type of a clothing.,raspu',clothing,clothing,True,False,True,types,False,True
raspu' is not a type of a clothing.,raspu',clothing,clothing,False,True,True,types,False,True
keve'out is a type of a clothing.,raspu',clothing,keve'out,False,False,True,types,False,True
